comuna,id_2,tipo_inop,op_cr,op_ci,largo_m
PROVIDENCIA,1778,3,0,1,59.1438571349
PROVIDENCIA,1750,0,0,0,36.3325737694
PROVIDENCIA,1755,0,0,0,20.1130674247
PROVIDENCIA,1757,0,0,0,17.3743022703
PROVIDENCIA,1759,0,0,0,12.8931007233
PROVIDENCIA,1761,0,0,0,16.7102756558
PROVIDENCIA,1763,0,0,0,27.209730439
PROVIDENCIA,1767,0,0,0,14.9857580014
PROVIDENCIA,1765,0,0,0,12.1556431288
PROVIDENCIA,1771,0,0,0,11.3202342081
PROVIDENCIA,1769,0,0,0,12.6664963634
PROVIDENCIA,1773,0,0,0,29.4457056471
PROVIDENCIA,1775,0,0,0,10.8395625961
PROVIDENCIA,1777,0,0,0,13.0982032241
ÑUÑOA,1826,0,0,0,89.2450651335
ÑUÑOA,1827,0,1,0,17.8338839058
ÑUÑOA,1828,0,0,0,75.4089825681
ÑUÑOA,1829,0,0,0,12.9848283256
ÑUÑOA,1830,0,0,0,40.8009116923
ÑUÑOA,1831,0,1,0,13.5777872647
ÑUÑOA,1833,0,1,0,18.3892328653
ÑUÑOA,1835,0,0,0,14.7625747139
ÑUÑOA,1837,0,1,0,14.7578861413
ÑUÑOA,1838,0,0,0,74.5773054114
ÑUÑOA,1839,0,0,0,9.27772834222
ÑUÑOA,1840,0,0,0,71.7369300261
ÑUÑOA,1841,0,1,0,10.7330791081
ÑUÑOA,1843,0,1,0,39.6846248113
ÑUÑOA,1844,0,0,0,166.240241201
ÑUÑOA,1845,0,1,0,23.8192011405
ÑUÑOA,1846,2,0,1,221.335793766
ÑUÑOA,1849,4,0,1,126.208995725
ÑUÑOA,1856,0,0,0,171.840207654
ÑUÑOA,1858,0,0,0,73.833241865
ÑUÑOA,1860,0,0,0,166.175662911
ÑUÑOA,1862,0,0,0,104.877458432
ÑUÑOA,1866,0,0,0,100.982132244
ÑUÑOA,1868,2,0,1,135.691575654
ÑUÑOA,1864,2,0,1,124.615963951
ÑUÑOA,1872,0,0,0,89.2990516522
ÑUÑOA,1874,0,0,0,72.0389761271
ÑUÑOA,1876,0,0,0,75.2926725643
ÑUÑOA,1870,0,0,0,84.3479479537
ÑUÑOA,1878,2,0,1,90.2522681055
ÑUÑOA,1880,2,0,1,148.561670647
ÑUÑOA,1884,0,0,0,104.40262419
ÑUÑOA,1885,0,0,0,1.85889533131
ÑUÑOA,1886,0,0,0,3.34886099126
ÑUÑOA,1882,0,0,0,78.8619798904
ÑUÑOA,1857,0,1,0,13.2318458954
ÑUÑOA,1859,0,1,0,15.4923289883
ÑUÑOA,1861,0,0,0,10.7156999996
ÑUÑOA,1863,0,1,0,12.5676999995
ÑUÑOA,1865,0,1,0,11.4047518212
ÑUÑOA,1867,0,1,0,10.0620270265
ÑUÑOA,1869,0,1,0,12.045137617
ÑUÑOA,1871,0,0,0,11.9070350204
ÑUÑOA,1873,0,0,0,12.4529817887
ÑUÑOA,1875,0,0,0,11.4147302028
ÑUÑOA,1877,0,1,0,11.1156497528
ÑUÑOA,1879,0,1,0,13.3719757284
ÑUÑOA,1881,0,1,0,13.403345894
ÑUÑOA,1883,0,1,0,12.6371441504
ÑUÑOA,1832,0,0,0,149.923478154
ÑUÑOA,1834,0,0,0,136.876504466
ÑUÑOA,1836,0,0,0,123.895861335
ÑUÑOA,1842,0,0,0,213.005447961
ÑUÑOA,1892,0,0,0,13.7705438132
ÑUÑOA,1887,4,0,1,60.7748665633
ÑUÑOA,1888,0,0,0,10.8961995007
ÑUÑOA,1889,4,0,1,45.7608709687
ÑUÑOA,1890,0,1,0,12.658071482
ÑUÑOA,1891,4,0,1,124.037357961
ÑUÑOA,1893,4,0,1,114.12941479
ÑUÑOA,1901,4,0,1,76.0882332089
ÑUÑOA,1902,0,1,0,18.1126833496
ÑUÑOA,1896,4,0,1,130.75580397
ÑUÑOA,1897,0,1,0,16.8380367956
ÑUÑOA,1898,4,0,1,124.358962376
ÑUÑOA,1899,0,1,0,12.8381579194
ÑUÑOA,1903,4,0,1,61.2239453847
ÑUÑOA,1904,0,1,0,16.1372968947
ÑUÑOA,1905,4,0,1,172.007585327
ÑUÑOA,1906,0,1,0,13.6895567738
ÑUÑOA,1907,4,0,1,166.328926659
ÑUÑOA,1908,2,0,1,116.323477519
ÑUÑOA,1910,2,0,1,162.726811995
ÑUÑOA,1912,2,0,1,161.053187907
ÑUÑOA,1914,2,0,1,95.0173997517
ÑUÑOA,1909,0,1,0,17.2953929881
ÑUÑOA,1911,0,1,0,21.0083156256
ÑUÑOA,1913,0,1,0,33.1806009582
ÑUÑOA,1099,1,0,1,101.107512599
ÑUÑOA,1101,1,0,1,94.3257830594
ÑUÑOA,1108,4,0,1,56.9682782477
ÑUÑOA,1110,4,0,1,37.1112350522
ÑUÑOA,1112,4,0,1,38.6997601086
ÑUÑOA,1114,4,0,1,31.5241643791
ÑUÑOA,1116,4,0,1,34.5179303181
ÑUÑOA,1118,4,0,1,249.692648072
ÑUÑOA,1103,3,0,1,326.314573732
ÑUÑOA,1105,3,0,1,97.9668376551
ÑUÑOA,1100,0,1,0,12.2047428528
ÑUÑOA,1102,0,0,0,15.5414617232
ÑUÑOA,1104,0,0,0,20.0860778599
ÑUÑOA,1106,0,0,0,14.7864472791
ÑUÑOA,1107,0,0,0,15.3338812081
ÑUÑOA,1109,0,1,0,10.8508847565
ÑUÑOA,1111,0,1,0,9.59070596406
ÑUÑOA,1113,0,1,0,10.77837478
ÑUÑOA,1115,0,1,0,10.8695484728
ÑUÑOA,1117,0,0,0,20.1629087467
ÑUÑOA,1973,0,0,0,14.5737343481
ÑUÑOA,1975,0,0,0,11.5367416022
ÑUÑOA,1977,0,1,0,15.3381432541
ÑUÑOA,1978,0,1,0,20.3664222602
ÑUÑOA,1986,0,0,0,12.6038954458
ÑUÑOA,1987,0,0,0,106.445825953
ÑUÑOA,1988,0,1,0,10.7993688059
ÑUÑOA,1989,0,0,0,98.135723023
ÑUÑOA,1981,0,0,0,87.0746658814
ÑUÑOA,1985,0,0,0,105.336309165
ÑUÑOA,1984,0,0,0,13.3718807538
ÑUÑOA,1983,0,0,0,95.6409088273
ÑUÑOA,1982,0,1,0,14.8503330689
ÑUÑOA,1979,0,0,0,127.108260247
ÑUÑOA,1980,0,1,0,12.7509686449
ÑUÑOA,1976,0,0,0,256.695774595
ÑUÑOA,1974,0,0,0,162.267752955
ÑUÑOA,1972,0,0,0,198.25971447
ÑUÑOA,1964,0,0,0,94.8738299062
ÑUÑOA,1965,0,1,0,18.794061627
ÑUÑOA,1966,0,0,0,171.945485237
ÑUÑOA,1967,0,0,0,10.2294753939
ÑUÑOA,1968,0,0,0,125.237075926
ÑUÑOA,1969,0,1,0,14.9874732039
ÑUÑOA,1970,0,0,0,180.647704797
ÑUÑOA,1971,0,1,0,15.4571618361
ÑUÑOA,1956,0,0,0,123.972738535
ÑUÑOA,1957,0,0,0,13.2230809341
ÑUÑOA,1958,0,0,0,54.5151869526
ÑUÑOA,1959,0,0,0,7.61086457633
ÑUÑOA,1960,0,0,0,56.2175538108
ÑUÑOA,1961,0,0,0,13.2493200009
ÑUÑOA,1962,0,0,0,54.1575664234
ÑUÑOA,1963,0,0,0,15.0650759175
ÑUÑOA,1922,0,0,0,92.2365285703
ÑUÑOA,1925,0,0,0,31.9741274903
ÑUÑOA,1926,0,0,0,12.4961871576
ÑUÑOA,1927,0,0,0,47.6514634838
ÑUÑOA,1928,0,1,0,8.70016467665
ÑUÑOA,1929,0,0,0,27.4278985857
ÑUÑOA,1930,0,1,0,7.86327580878
ÑUÑOA,1931,0,0,0,86.0699813956
ÑUÑOA,1932,0,0,0,13.4456986768
ÑUÑOA,1933,0,0,0,84.2200327453
ÑUÑOA,1934,0,0,0,11.5488634841
ÑUÑOA,1935,0,0,0,53.2137511903
ÑUÑOA,1936,0,0,0,9.39558494712
ÑUÑOA,1937,0,0,0,31.2387925741
ÑUÑOA,1938,0,0,0,10.9763092991
ÑUÑOA,1940,0,1,0,12.7448034798
ÑUÑOA,1941,0,0,0,92.1302199598
ÑUÑOA,1942,0,0,0,10.9227581394
ÑUÑOA,1943,0,0,0,70.1573969762
ÑUÑOA,1945,0,0,0,45.1248555787
ÑUÑOA,1946,0,1,0,10.6657592307
ÑUÑOA,1947,0,0,0,38.9722273039
ÑUÑOA,1944,0,0,0,11.3256940398
ÑUÑOA,1939,0,0,0,98.7668153893
ÑUÑOA,1948,0,1,0,7.45076331616
ÑUÑOA,1949,0,0,0,32.6696503873
ÑUÑOA,1950,0,1,0,8.91082759875
ÑUÑOA,1951,0,0,0,33.0809147328
ÑUÑOA,1952,0,0,0,13.2463818824
ÑUÑOA,1953,0,0,0,32.4728934027
LA REINA,1992,4,0,1,104.233018757
LA REINA,1993,0,0,0,9.85159830409
LA REINA,1994,4,0,1,375.41808335
LA REINA,1995,0,1,0,19.3259244379
LA REINA,1996,4,0,1,177.992933797
LA REINA,1998,0,0,0,11.2728831465
LA REINA,1997,0,0,0,9.4382354973000009
LA REINA,2002,2,0,1,108.213259313
LA REINA,2004,2,0,1,16.6257099759
LA REINA,2006,2,0,1,38.9620133124
LA REINA,2008,2,0,1,41.4440103477
LA REINA,2010,2,0,1,27.97355077
LA REINA,2012,2,0,1,18.3356309828
LA REINA,2014,2,0,1,42.8179067447
LA REINA,2016,2,0,1,34.8273451085
LA REINA,2018,2,0,1,20.1853108895
LA REINA,2020,2,0,1,144.035317749
LA REINA,2023,2,0,1,167.22473447
LA REINA,2025,2,0,1,288.603046003
LA REINA,2027,2,0,1,78.576535793
LA REINA,2031,2,0,1,127.72600835
LA REINA,2033,2,0,1,81.4333278897
LA REINA,2035,2,0,1,99.8093788641
LA REINA,2037,2,0,1,48.7047004966
LA REINA,2003,0,0,0,8.77225855817
LA REINA,2005,0,0,0,12.2472019128
LA REINA,2007,0,0,0,9.63095352472
LA REINA,2009,0,0,0,13.0510216463
LA REINA,2011,0,0,0,9.91493579692
LA REINA,2013,0,0,0,11.266568521
LA REINA,2015,0,0,0,16.0679199981
LA REINA,2017,0,0,0,10.5984228505
LA REINA,2019,0,0,0,5.69700412239
LA REINA,2021,0,1,0,12.3050810924
LA REINA,2022,0,1,0,18.5779444756
LA REINA,2024,0,1,0,24.9765725863
LA REINA,2026,0,1,0,24.9203343606
LA REINA,2030,0,0,0,26.4030474987
LA REINA,2032,0,1,0,12.9206071584
LA REINA,2034,0,1,0,11.7863432997
LA REINA,2036,0,1,0,15.0228052408
LA REINA,2001,3,0,1,348.82543619
LA REINA,1999,0,1,0,26.9783939707
LA REINA,2000,0,0,0,15.246308952
LA REINA,2038,2,0,1,32.3669484689
LA REINA,2040,2,0,1,83.9075769042
LA REINA,2042,2,0,1,30.0882710013
LA REINA,2044,2,0,1,56.5630442481
LA REINA,2046,2,0,1,113.144299512
LA REINA,2048,2,0,1,14.6053839327
LA REINA,2050,2,0,1,31.9008719268
LA REINA,2052,2,0,1,12.0724234467
LA REINA,2039,0,1,0,11.6552077497
LA REINA,2041,0,0,0,8.78483712371
LA REINA,2043,0,0,0,5.71499999985
LA REINA,2045,0,0,0,6.98580121708
LA REINA,2047,0,0,0,7.24633643785
LA REINA,2049,0,0,0,7.209144086
LA REINA,2051,0,0,0,7.2161307869
LA REINA,2053,0,0,0,6.88652299018
LA REINA,2054,0,0,0,9.79741952192
ÑUÑOA,4828,0,0,0,87.1303751375
ÑUÑOA,4829,0,0,0,17.9278508245
ÑUÑOA,4830,0,0,0,36.2084380519
ÑUÑOA,4831,0,0,0,17.5470065392
ÑUÑOA,4832,0,0,0,46.9489315891
ÑUÑOA,4833,1,0,1,91.5723219966
ÑUÑOA,4834,0,1,0,11.0699623355
ÑUÑOA,4835,1,0,1,60.3845114536
ÑUÑOA,4836,0,1,0,10.9195285173
ÑUÑOA,4837,1,0,1,51.244635378
ÑUÑOA,4838,0,0,0,11.6724515786
ÑUÑOA,4839,1,0,1,52.920245223
ÑUÑOA,4840,0,0,0,9.12048907667
ÑUÑOA,4841,1,0,1,78.3606284725
ÑUÑOA,4842,0,1,0,17.4458823201
ÑUÑOA,4843,1,0,1,67.9792451086
ÑUÑOA,4844,0,1,0,12.0744400572
ÑUÑOA,4845,0,0,0,100.264390731
ÑUÑOA,4846,0,1,0,10.5111203023
ÑUÑOA,4847,0,0,0,39.5552927946
PEDRO AGUIRRE CERDA,2181,0,0,0,119.797209829
PEDRO AGUIRRE CERDA,2182,0,0,0,13.2058628086
PEDRO AGUIRRE CERDA,2183,0,0,0,87.4943377426
PEDRO AGUIRRE CERDA,2186,0,1,0,11.9443350881
PEDRO AGUIRRE CERDA,2188,0,1,0,11.2891449494
PEDRO AGUIRRE CERDA,2196,0,1,0,10.2354204575
PEDRO AGUIRRE CERDA,2198,0,0,0,9.14166810555
PEDRO AGUIRRE CERDA,2200,0,0,0,9.19793339219
PEDRO AGUIRRE CERDA,2201,0,0,0,23.9461166256
PEDRO AGUIRRE CERDA,2202,0,0,0,8.44959534198
PEDRO AGUIRRE CERDA,2203,0,0,0,117.484233285
PEDRO AGUIRRE CERDA,2205,0,0,0,100.262887994
PEDRO AGUIRRE CERDA,2206,0,0,0,11.3025185992
PEDRO AGUIRRE CERDA,2207,0,0,0,22.8952505991
PEDRO AGUIRRE CERDA,2208,0,0,0,9.61067840784
PEDRO AGUIRRE CERDA,2209,0,0,0,13.0029873374
PEDRO AGUIRRE CERDA,2210,2,0,1,47.8674783359
PEDRO AGUIRRE CERDA,2212,2,0,1,11.2229306619
PEDRO AGUIRRE CERDA,2213,0,0,0,71.1912633767
PEDRO AGUIRRE CERDA,2215,0,0,0,132.530270481
PEDRO AGUIRRE CERDA,2216,0,0,0,12.2291799989
PEDRO AGUIRRE CERDA,2217,0,0,0,150.63867164
PEDRO AGUIRRE CERDA,2218,0,1,0,15.5981761899
PEDRO AGUIRRE CERDA,2219,0,0,0,144.817363585
PEDRO AGUIRRE CERDA,2221,0,0,0,433.785176998
PEDRO AGUIRRE CERDA,2223,0,0,0,562.850939278
PEDRO AGUIRRE CERDA,2224,0,0,0,12.8982260138
PEDRO AGUIRRE CERDA,2226,0,0,0,9.71157960354
PEDRO AGUIRRE CERDA,2227,0,0,0,94.735241748000007
PEDRO AGUIRRE CERDA,2185,0,0,0,68.873484985
PEDRO AGUIRRE CERDA,2187,0,0,0,103.810762869
PEDRO AGUIRRE CERDA,2189,0,0,0,150.168276197
PEDRO AGUIRRE CERDA,2191,0,0,0,156.424198325
PEDRO AGUIRRE CERDA,2193,0,0,0,105.032690347
PEDRO AGUIRRE CERDA,2195,0,0,0,71.6356170602
PEDRO AGUIRRE CERDA,2197,0,0,0,41.3603924361
PEDRO AGUIRRE CERDA,2199,0,0,0,62.1757121796
SANTIAGO,2228,0,0,0,482.067309833
SAN BERNARDO,2229,0,0,0,73.2686527688
SAN BERNARDO,2231,0,0,0,57.6986535587
SAN BERNARDO,2233,0,0,0,55.3552682419
SAN BERNARDO,2235,0,0,0,95.8153471167
SAN BERNARDO,2237,0,0,0,284.587993782
SAN BERNARDO,2239,0,0,0,387.72611563
SAN BERNARDO,2241,0,0,0,15.9091015742
SAN BERNARDO,2243,0,0,0,219.16106258
SAN BERNARDO,2232,0,1,0,7.96777138807
SAN BERNARDO,2230,0,1,0,6.54543018044
SAN BERNARDO,2234,0,0,0,14.6926333469
SAN BERNARDO,2236,0,1,0,14.3137993762
SAN BERNARDO,2238,0,0,0,23.1010779659
SAN BERNARDO,2240,0,1,0,27.5736829812
SAN BERNARDO,2242,0,1,0,10.7834296675
SAN BERNARDO,2245,0,1,0,12.4305450121
SAN BERNARDO,2246,0,0,0,100.39916029
SAN BERNARDO,2247,0,1,0,14.5989094335
SAN BERNARDO,2248,0,1,0,9.41509726061
SAN BERNARDO,2255,0,1,0,10.476283297
SAN BERNARDO,2256,1,0,1,338.00221002
SAN BERNARDO,2257,0,1,0,9.14447406689
SAN BERNARDO,2258,1,0,1,155.453944073
SAN BERNARDO,2254,1,0,1,114.845639646
SAN BERNARDO,2252,1,0,1,117.280070579
SAN BERNARDO,2253,0,1,0,13.7294978759
SAN BERNARDO,2251,0,1,0,12.2990811185
SAN BERNARDO,2250,1,0,1,111.923171514
SAN BERNARDO,2249,1,0,1,111.919731779
SAN BERNARDO,2244,1,0,1,93.2987943384
SAN BERNARDO,2259,0,0,0,106.476664634
SAN BERNARDO,2260,0,1,0,17.1024686368
SAN BERNARDO,2261,0,0,0,96.3613830208
SAN BERNARDO,2262,0,1,0,19.140012552
SAN BERNARDO,2263,0,0,0,122.133166521
SAN BERNARDO,2264,0,1,0,19.5103704988
SAN BERNARDO,2265,0,0,0,112.240539022
SAN BERNARDO,2266,0,1,0,16.5298728717
SAN BERNARDO,2267,0,0,0,106.069453086
SAN BERNARDO,2268,0,1,0,12.2413243637
SAN BERNARDO,2269,0,0,0,96.173975782
SAN BERNARDO,2270,0,1,0,13.861143168
SAN BERNARDO,2271,0,0,0,157.551297593
SAN BERNARDO,2272,4,0,1,157.993405433
SAN BERNARDO,2273,0,1,0,12.3294697772
SAN BERNARDO,2274,4,0,1,101.439831719
SAN BERNARDO,2279,4,0,1,315.532867621
SAN BERNARDO,2280,0,1,0,19.1399212226
SAN BERNARDO,2304,0,1,0,9.28116651496
SAN BERNARDO,2293,4,0,1,30.6140553329
SAN BERNARDO,2295,4,0,1,329.752656041
SAN BERNARDO,2287,4,0,1,66.6437187122
SAN BERNARDO,2289,4,0,1,60.4251820644
SAN BERNARDO,2291,4,0,1,47.542712921
SAN BERNARDO,2297,4,0,1,181.063376795
SAN BERNARDO,2301,4,0,1,89.6100357561
SAN BERNARDO,2303,1,0,1,77.1821638956
SAN BERNARDO,2305,1,0,1,59.8092434601
SAN BERNARDO,2288,0,1,0,15.7779981736
SAN BERNARDO,2290,0,1,0,13.356993405
SAN BERNARDO,2292,0,1,0,5.89089928941
SAN BERNARDO,2294,0,1,0,17.0426419082
SAN BERNARDO,2296,0,1,0,12.4534907306
SAN BERNARDO,2302,0,1,0,11.8627789752
EL BOSQUE,2316,0,0,0,5.72874212087
EL BOSQUE,2317,4,0,1,35.5985898249
EL BOSQUE,2318,0,0,0,7.72659836424
EL BOSQUE,2319,4,0,1,80.1744458872
EL BOSQUE,2320,0,1,0,11.8349012937
EL BOSQUE,2321,4,0,1,81.3994965557
EL BOSQUE,2322,0,1,0,9.65408329175
EL BOSQUE,2323,4,0,1,124.979525256
EL BOSQUE,2324,0,1,0,12.4955329533
EL BOSQUE,2325,4,0,1,117.912836335
EL BOSQUE,2329,4,0,1,53.2191948172
EL BOSQUE,2330,0,1,0,10.0932836098
EL BOSQUE,2331,4,0,1,67.2705877374
EL BOSQUE,2332,0,1,0,15.7617153537
EL BOSQUE,2333,1,0,1,36.1226135827
EL BOSQUE,2334,0,1,0,8.63436585825
EL BOSQUE,2335,4,0,1,44.1058628895
EL BOSQUE,2336,0,1,0,6.41716055099
EL BOSQUE,2337,4,0,1,45.7910021842
EL BOSQUE,2338,0,1,0,12.5314158431
EL BOSQUE,2339,4,0,1,272.611675238
EL BOSQUE,2340,0,1,0,17.7892594194
EL BOSQUE,2341,1,0,1,35.6823949268
EL BOSQUE,2342,0,1,0,11.9099690947
EL BOSQUE,2343,1,0,1,92.3118252645
EL BOSQUE,2344,0,1,0,13.4825883255
EL BOSQUE,2345,1,0,1,115.111433538
EL BOSQUE,2346,0,1,0,15.8178451126
EL BOSQUE,2347,1,0,1,122.485524933
EL BOSQUE,2348,0,1,0,15.9019286605
EL BOSQUE,2349,1,0,1,115.595399254
EL BOSQUE,2315,4,0,1,30.1402452454
EL BOSQUE,2314,0,1,0,6.61128321144
EL BOSQUE,2312,0,1,0,5.48356280608
EL BOSQUE,2353,1,0,1,17.0176007577
EL BOSQUE,2355,4,0,1,47.9579513602
EL BOSQUE,2357,4,0,1,89.2971679554
EL BOSQUE,2354,0,1,0,5.79392994916
EL BOSQUE,2356,0,1,0,6.12213878437
EL BOSQUE,2358,0,1,0,10.9437531374
EL BOSQUE,2359,4,0,1,16.111536374700002
EL BOSQUE,2360,4,0,1,92.8956989893
EL BOSQUE,2361,4,0,1,60.8143418416
EL BOSQUE,2362,0,1,0,14.0285129168
EL BOSQUE,2364,4,0,1,61.7813880955
EL BOSQUE,2371,4,0,1,98.5743237152
EL BOSQUE,2372,4,0,1,36.7590933572
EL BOSQUE,2373,0,1,0,13.9202726075
EL BOSQUE,2374,4,0,1,30.3511828835
EL BOSQUE,2376,4,0,1,11.3990870706
EL BOSQUE,2375,0,1,0,8.63426780046
EL BOSQUE,2377,0,0,0,153.515927818
EL BOSQUE,2378,0,1,0,13.2404337068
EL BOSQUE,2379,0,0,0,135.078517896
EL BOSQUE,2380,0,1,0,14.839748330800001
EL BOSQUE,2381,0,0,0,88.0001208005
EL BOSQUE,2382,0,1,0,16.0549550379
EL BOSQUE,2383,0,0,0,185.244278674
EL BOSQUE,2384,0,1,0,27.8892043315
EL BOSQUE,2385,0,0,0,119.106042631
EL BOSQUE,2386,0,1,0,8.62466678752
EL BOSQUE,2387,0,0,0,91.0061726513
EL BOSQUE,2388,0,0,0,20.2618220111
EL BOSQUE,2389,0,0,0,171.021138059
EL BOSQUE,2390,0,0,0,28.0157563883
EL BOSQUE,2391,0,0,0,198.440553533
EL BOSQUE,2392,0,1,0,22.3649641216
EL BOSQUE,2393,0,0,0,87.0541612912
EL BOSQUE,2394,0,1,0,9.14160906295
EL BOSQUE,2395,0,0,0,67.3468641972
EL BOSQUE,2396,0,1,0,12.447922755
EL BOSQUE,2397,0,0,0,91.9605162782
SAN BERNARDO,2404,0,0,0,172.183417375
SAN BERNARDO,2402,0,0,0,515.048812151
SAN BERNARDO,2400,0,0,0,265.159162778
SAN BERNARDO,2398,0,0,0,42.2392019712
SAN BERNARDO,2399,0,1,0,12.7555943246
SAN BERNARDO,2401,0,1,0,13.4667622927
SAN BERNARDO,2403,0,1,0,13.7091770907
EL BOSQUE,2448,0,0,0,70.5888336547
EL BOSQUE,2450,2,0,1,40.5668525306
EL BOSQUE,2452,0,0,0,41.7331846852
EL BOSQUE,2456,0,0,0,44.5004954255
EL BOSQUE,2458,0,0,0,44.3376920495
EL BOSQUE,2460,0,0,0,43.2234752641
EL BOSQUE,2462,0,0,0,41.2732320774
EL BOSQUE,2464,0,0,0,45.7225267536
EL BOSQUE,2466,0,0,0,87.3468078505
EL BOSQUE,2468,0,0,0,45.7823101444
EL BOSQUE,2470,0,0,0,43.9781426498
EL BOSQUE,2472,0,0,0,50.2557711212
EL BOSQUE,2474,0,0,0,44.4458288225
EL BOSQUE,2476,0,0,0,40.5646039875
EL BOSQUE,2478,0,0,0,47.9439495547
EL BOSQUE,2480,0,0,0,46.4013437503
EL BOSQUE,2482,0,0,0,45.0871006778
EL BOSQUE,2449,0,0,0,14.7714004375
EL BOSQUE,2451,0,0,0,12.5010431442
EL BOSQUE,2453,0,0,0,12.508049408
EL BOSQUE,2457,0,0,0,9.9646453151
EL BOSQUE,2459,0,0,0,10.9077497885
EL BOSQUE,2461,0,0,0,12.8316051141
EL BOSQUE,2463,0,0,0,9.43995365417
EL BOSQUE,2465,0,0,0,9.73963668545
EL BOSQUE,2467,0,0,0,8.28704022446
EL BOSQUE,2469,0,0,0,9.90505163788
EL BOSQUE,2471,0,0,0,8.20138792785
EL BOSQUE,2473,0,0,0,8.78877053067
EL BOSQUE,2475,0,0,0,11.2612769263
EL BOSQUE,2477,0,0,0,11.1136802952
EL BOSQUE,2479,0,1,0,10.4063481798
EL BOSQUE,2481,0,0,0,10.6469367962
SAN BERNARDO,2487,0,0,0,311.171641196
SAN BERNARDO,2490,2,0,1,83.1555891974
SAN BERNARDO,2492,2,0,1,36.0560318467
SAN BERNARDO,2495,4,0,1,51.0732433634
RECOLETA,2496,2,0,1,59.6407705397
RECOLETA,2497,0,1,0,7.78517693668
RECOLETA,2498,2,0,1,59.4275079552
RECOLETA,2499,0,1,0,7.25133683259
RECOLETA,2500,2,0,1,59.232335302
RECOLETA,2501,0,1,0,7.57375789516
RECOLETA,2502,2,0,1,60.7861855651
RECOLETA,2503,0,0,0,8.22462450984
RECOLETA,2504,2,0,1,58.9081410884
RECOLETA,2505,0,0,0,9.77852614257
RECOLETA,2506,2,0,1,59.2202264255
RECOLETA,2507,0,0,0,8.09960121387
RECOLETA,2508,2,0,1,61.8897784083
RECOLETA,2509,0,0,0,6.35375479309
RECOLETA,2510,2,0,1,58.4020786522
CONCHALÍ,2511,1,0,1,343.76664947
CONCHALÍ,2512,4,0,1,121.032289605
CONCHALÍ,2513,0,1,0,8.2441835124
CONCHALÍ,2515,1,0,1,192.735950053
CONCHALÍ,2521,4,0,1,771.584881351
EL BOSQUE,2577,4,0,1,122.80675334
EL BOSQUE,2579,4,0,1,125.592715833
EL BOSQUE,2576,0,0,0,7.78360817699
EL BOSQUE,2578,0,0,0,15.7897915743
LA CISTERNA,2580,0,0,0,13.3689745774
LA CISTERNA,2587,0,0,0,18.9224796755
LA CISTERNA,2581,3,0,1,128.222586342
LA CISTERNA,2582,0,1,0,12.7831689249
LA CISTERNA,2584,0,0,0,9.55796670019
LA CISTERNA,2585,3,0,1,48.0953819036
LA CISTERNA,2583,1,0,1,128.209923617
LA CISTERNA,2586,4,0,1,86.1519058997
EL BOSQUE,2574,0,1,0,12.39877136
EL BOSQUE,2557,4,0,1,42.4792359261
EL BOSQUE,2558,0,1,0,9.43595923568
EL BOSQUE,2559,4,0,1,38.8630953686
EL BOSQUE,2560,0,1,0,7.50839995909
EL BOSQUE,2561,4,0,1,43.5638968606
EL BOSQUE,2562,0,1,0,9.13738866918
EL BOSQUE,2563,4,0,1,74.0942322045
EL BOSQUE,2564,0,1,0,12.7959292622
EL BOSQUE,2565,4,0,1,77.1926503046
EL BOSQUE,2566,0,1,0,10.626816712
EL BOSQUE,2567,4,0,1,75.5632737722
EL BOSQUE,2568,0,1,0,12.1119563217
EL BOSQUE,2569,4,0,1,55.6553265308
EL BOSQUE,2570,0,1,0,12.9213230637
EL BOSQUE,2571,4,0,1,74.6452349995
LA CISTERNA,2589,0,1,0,8.34389753601
LA CISTERNA,2588,3,0,1,133.797580974
LA CISTERNA,2590,3,0,1,110.882955765
LA CISTERNA,2591,0,0,0,8.56738389023
LA CISTERNA,2592,3,0,1,77.1098979568
LA CISTERNA,2593,0,0,0,4.50232936195
LA CISTERNA,2594,0,0,0,78.0992098734
LA CISTERNA,2595,0,0,0,5.49164084926
LA CISTERNA,2596,0,0,0,54.7592270939
LA CISTERNA,2597,0,0,0,7.08285188997
LA CISTERNA,2598,0,0,0,49.9139663394
LA CISTERNA,2599,0,0,0,7.36865060163
LA CISTERNA,2600,0,0,0,75.3815923418
LA CISTERNA,2601,3,0,1,91.9978987911
LA CISTERNA,2602,0,0,0,11.093034849
LA CISTERNA,2603,3,0,1,31.7834105637
LA CISTERNA,2604,0,0,0,5.32465923267
LA CISTERNA,2605,0,0,0,35.9729563506
LA CISTERNA,2606,3,0,1,44.7180304868
LA CISTERNA,2607,0,0,0,12.9471310256
LA CISTERNA,2608,3,0,1,53.3233697471
LA CISTERNA,2609,0,0,0,9.53714874816
LA CISTERNA,2610,3,0,1,23.3641798628
LA CISTERNA,2611,0,0,0,50.3427430519
LA CISTERNA,2612,3,0,1,35.8003314493
LA CISTERNA,2613,0,0,0,7.38260213269
LA CISTERNA,2614,3,0,1,77.769421458
LA CISTERNA,2615,0,0,0,11.0535346423
LA CISTERNA,2616,3,0,1,44.2755501624
LA CISTERNA,2617,0,0,0,10.0283133203
LA CISTERNA,2618,3,0,1,50.8054923933
LA CISTERNA,2619,0,0,0,6.48633674776
LA CISTERNA,2620,3,0,1,61.2985944929
SAN RAMÓN,2621,0,0,0,8.43873733274
